RECORD_ID,RECORD_NAME,ARTICLE_NAME,PRODUCT_CODE,TAXONOMY,COLOR,SIZE,parent_id,level
PA0001047+_202500,Passive Aggressive Kettle Panic Pink,Passive Aggressive Kettle Panic Pink,PA0001047+,100100,Panic Pink,,PA0006$_202500,article
PA0001047XL_202500,Passive Aggressive Kettle Panic Pink,Passive Aggressive Kettle Panic Pink,PA0001047XL,100100,Panic Pink,XL,PA0001047+_202500,sku
PA0001047L_202500,Passive Aggressive Kettle Panic Pink,Passive Aggressive Kettle Panic Pink,PA0001047L,100100,Panic Pink,L,PA0001047+_202500,sku
NL0007$,Nocturnal Lawn Persuader,,NL0007$,200100,,,,master_model
NL0007$_202600,Nocturnal Lawn Persuader,,NL0007$,200100,,,NL0007$,season
NL0001048+_202600,Nocturnal Lawn Persuader Mild Mauve,Nocturnal Lawn Persuader Mild Mauve,NL0001048+,200100,Mild Mauve,,NL0007$_202600,article
NL0001048XS_202600,Nocturnal Lawn Persuader Mild Mauve,Nocturnal Lawn Persuader Mild Mauve,NL0001048XS,200100,Mild Mauve,XS,NL0001048+_202600,sku
NL0001048M_202600,Nocturnal Lawn Persuader Mild Mauve,Nocturnal Lawn Persuader Mild Mauve,NL0001048M,200100,Mild Mauve,M,NL0001048+_202600,sku
NL0001049+_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001049+,200100,Voidwash Black,,NL0007$_202600,article
NL0001049XS_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001049XS,200100,Voidwash Black,XS,NL0001049+_202600,sku
NL0001049OneSize_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001049OneSize,200100,Voidwash Black,OneSize,NL0001049+_202600,sku
NL0001050+_202600,Nocturnal Lawn Persuader Suspicious Orange,Nocturnal Lawn Persuader Suspicious Orange,NL0001050+,200100,Suspicious Orange,,NL0007$_202600,article
NL0001050S_202600,Nocturnal Lawn Persuader Suspicious Orange,Nocturnal Lawn Persuader Suspicious Orange,NL0001050S,200100,Suspicious Orange,S,NL0001050+_202600,sku
NL0001050XL_202600,Nocturnal Lawn Persuader Suspicious Orange,Nocturnal Lawn Persuader Suspicious Orange,NL0001050XL,200100,Suspicious Orange,XL,NL0001050+_202600,sku
NL0001051+_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001051+,200100,Radioactive Sage,,NL0007$_202600,article
NL0001051OneSize_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001051OneSize,200100,Radioactive Sage,OneSize,NL0001051+_202600,sku
NL0001051S_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001051S,200100,Radioactive Sage,S,NL0001051+_202600,sku
NL0001051M_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001051M,200100,Radioactive Sage,M,NL0001051+_202600,sku
NL0001052+_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001052+,200100,Radioactive Sage,,NL0007$_202600,article
NL0001052XS_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL0001052XS,200100,Radioactive Sage,XS,NL0001052+_202600,sku
NL000105244_202600,Nocturnal Lawn Persuader Radioactive Sage,Nocturnal Lawn Persuader Radioactive Sage,NL000105244,200100,Radioactive Sage,44,NL0001052+_202600,sku
NL0001053+_202600,Nocturnal Lawn Persuader Existential Teal,Nocturnal Lawn Persuader Existential Teal,NL0001053+,200100,Existential Teal,,NL0007$_202600,article
NL0001053XS_202600,Nocturnal Lawn Persuader Existential Teal,Nocturnal Lawn Persuader Existential Teal,NL0001053XS,200100,Existential Teal,XS,NL0001053+_202600,sku
NL0001054+_202600,Nocturnal Lawn Persuader Blazing Beige,Nocturnal Lawn Persuader Blazing Beige,NL0001054+,200100,Blazing Beige,,NL0007$_202600,article
NL0001054OneSize_202600,Nocturnal Lawn Persuader Blazing Beige,Nocturnal Lawn Persuader Blazing Beige,NL0001054OneSize,200100,Blazing Beige,OneSize,NL0001054+_202600,sku
NL0001054M_202600,Nocturnal Lawn Persuader Blazing Beige,Nocturnal Lawn Persuader Blazing Beige,NL0001054M,200100,Blazing Beige,M,NL0001054+_202600,sku
NL0001055+_202600,Nocturnal Lawn Persuader Existential Teal,Nocturnal Lawn Persuader Existential Teal,NL0001055+,200100,Existential Teal,,NL0007$_202600,article
NL0001055S_202600,Nocturnal Lawn Persuader Existential Teal,Nocturnal Lawn Persuader Existential Teal,NL0001055S,200100,Existential Teal,S,NL0001055+_202600,sku
NL0001056+_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001056+,200100,Voidwash Black,,NL0007$_202600,article
NL0001056OneSize_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001056OneSize,200100,Voidwash Black,OneSize,NL0001056+_202600,sku
NL0001056L_202600,Nocturnal Lawn Persuader Voidwash Black,Nocturnal Lawn Persuader Voidwash Black,NL0001056L,200100,Voidwash Black,L,NL0001056+_202600,sku
ES0008$,Emotional Support Anvil,,ES0008$,100200,,,,master_model
ES0008$_202500,Emotional Support Anvil,,ES0008$,100200,,,ES0008$,season
ES0001057+_202500,Emotional Support Anvil Panic Pink,Emotional Support Anvil Panic Pink,ES0001057+,100200,Panic Pink,,ES0008$_202500,article
ES0001057XL_202500,Emotional Support Anvil Panic Pink,Emotional Support Anvil Panic Pink,ES0001057XL,100200,Panic Pink,XL,ES0001057+_202500,sku
ES000105742_202500,Emotional Support Anvil Panic Pink,Emotional Support Anvil Panic Pink,ES000105742,100200,Panic Pink,42,ES0001057+_202500,sku
ES000105744_202500,Emotional Support Anvil Panic Pink,Emotional Support Anvil Panic Pink,ES000105744,100200,Panic Pink,44,ES0001057+_202500,sku
ES0001058+_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001058+,100200,Existential Teal,,ES0008$_202500,article
ES0001058OneSize_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001058OneSize,100200,Existential Teal,OneSize,ES0001058+_202500,sku
ES0001058M_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001058M,100200,Existential Teal,M,ES0001058+_202500,sku
ES0001059+_202500,Emotional Support Anvil Ümlaut Grün,Emotional Support Anvil Ümlaut Grün,ES0001059+,100200,Ümlaut Grün,,ES0008$_202500,article
ES0001059XL_202500,Emotional Support Anvil Ümlaut Grün,Emotional Support Anvil Ümlaut Grün,ES0001059XL,100200,Ümlaut Grün,XL,ES0001059+_202500,sku
ES0001059XS_202500,Emotional Support Anvil Ümlaut Grün,Emotional Support Anvil Ümlaut Grün,ES0001059XS,100200,Ümlaut Grün,XS,ES0001059+_202500,sku
ES0001060+_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001060+,100200,Beige²,,ES0008$_202500,article
ES000106044_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES000106044,100200,Beige²,44,ES0001060+_202500,sku
ES0001060S_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001060S,100200,Beige²,S,ES0001060+_202500,sku
ES0001060OneSize_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001060OneSize,100200,Beige²,OneSize,ES0001060+_202500,sku
ES0001061+_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001061+,100200,Existential Teal,,ES0008$_202500,article
ES0001061XL_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001061XL,100200,Existential Teal,XL,ES0001061+_202500,sku
ES0001061M_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001061M,100200,Existential Teal,M,ES0001061+_202500,sku
ES0001062+_202500,Emotional Support Anvil Voidwash Black,Emotional Support Anvil Voidwash Black,ES0001062+,100200,Voidwash Black,,ES0008$_202500,article
ES0001062OneSize_202500,Emotional Support Anvil Voidwash Black,Emotional Support Anvil Voidwash Black,ES0001062OneSize,100200,Voidwash Black,OneSize,ES0001062+_202500,sku
ES0001062L_202500,Emotional Support Anvil Voidwash Black,Emotional Support Anvil Voidwash Black,ES0001062L,100200,Voidwash Black,L,ES0001062+_202500,sku
ES0001062XS_202500,Emotional Support Anvil Voidwash Black,Emotional Support Anvil Voidwash Black,ES0001062XS,100200,Voidwash Black,XS,ES0001062+_202500,sku
ES0001062S_202500,Emotional Support Anvil Voidwash Black,Emotional Support Anvil Voidwash Black,ES0001062S,100200,Voidwash Black,S,ES0001062+_202500,sku
ES0001063+_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001063+,100200,Beige²,,ES0008$_202500,article
ES000106344_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES000106344,100200,Beige²,44,ES0001063+_202500,sku
ES0001063M_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001063M,100200,Beige²,M,ES0001063+_202500,sku
ES000106342_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES000106342,100200,Beige²,42,ES0001063+_202500,sku
ES0001063S_202500,Emotional Support Anvil Beige²,Emotional Support Anvil Beige²,ES0001063S,100200,Beige²,S,ES0001063+_202500,sku
ES0001064+_202500,Emotional Support Anvil Mild Mauve,Emotional Support Anvil Mild Mauve,ES0001064+,100200,Mild Mauve,,ES0008$_202500,article
ES0001064S_202500,Emotional Support Anvil Mild Mauve,Emotional Support Anvil Mild Mauve,ES0001064S,100200,Mild Mauve,S,ES0001064+_202500,sku
ES0001064OneSize_202500,Emotional Support Anvil Mild Mauve,Emotional Support Anvil Mild Mauve,ES0001064OneSize,100200,Mild Mauve,OneSize,ES0001064+_202500,sku
ES000106442_202500,Emotional Support Anvil Mild Mauve,Emotional Support Anvil Mild Mauve,ES000106442,100200,Mild Mauve,42,ES0001064+_202500,sku
ES0001064XS_202500,Emotional Support Anvil Mild Mauve,Emotional Support Anvil Mild Mauve,ES0001064XS,100200,Mild Mauve,XS,ES0001064+_202500,sku
ES0001065+_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001065+,100200,Existential Teal,,ES0008$_202500,article
ES000106544_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES000106544,100200,Existential Teal,44,ES0001065+_202500,sku
ES0001065OneSize_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001065OneSize,100200,Existential Teal,OneSize,ES0001065+_202500,sku
ES0001065M_202500,Emotional Support Anvil Existential Teal,Emotional Support Anvil Existential Teal,ES0001065M,100200,Existential Teal,M,ES0001065+_202500,sku
BS0009$,Baroque Spoon Amplifier,,BS0009$,100200,,,,master_model
BS0009$_202500,Baroque Spoon Amplifier,,BS0009$,100200,,,BS0009$,season
BS0001066+_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001066+,100200,Radioactive Sage,,BS0009$_202500,article
BS0001066L_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001066L,100200,Radioactive Sage,L,BS0001066+_202500,sku
BS000106644_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS000106644,100200,Radioactive Sage,44,BS0001066+_202500,sku
BS0001066M_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001066M,100200,Radioactive Sage,M,BS0001066+_202500,sku
BS0001067+_202500,Baroque Spoon Amplifier Ümlaut Grün,Baroque Spoon Amplifier Ümlaut Grün,BS0001067+,100200,Ümlaut Grün,,BS0009$_202500,article
BS0001067S_202500,Baroque Spoon Amplifier Ümlaut Grün,Baroque Spoon Amplifier Ümlaut Grün,BS0001067S,100200,Ümlaut Grün,S,BS0001067+_202500,sku
BS0001067XS_202500,Baroque Spoon Amplifier Ümlaut Grün,Baroque Spoon Amplifier Ümlaut Grün,BS0001067XS,100200,Ümlaut Grün,XS,BS0001067+_202500,sku
BS0001068+_202500,Baroque Spoon Amplifier Beige²,Baroque Spoon Amplifier Beige²,BS0001068+,100200,Beige²,,BS0009$_202500,article
BS0001068M_202500,Baroque Spoon Amplifier Beige²,Baroque Spoon Amplifier Beige²,BS0001068M,100200,Beige²,M,BS0001068+_202500,sku
BS0001069+_202500,Baroque Spoon Amplifier Suspicious Orange,Baroque Spoon Amplifier Suspicious Orange,BS0001069+,100200,Suspicious Orange,,BS0009$_202500,article
BS0001069L_202500,Baroque Spoon Amplifier Suspicious Orange,Baroque Spoon Amplifier Suspicious Orange,BS0001069L,100200,Suspicious Orange,L,BS0001069+_202500,sku
BS0001069M_202500,Baroque Spoon Amplifier Suspicious Orange,Baroque Spoon Amplifier Suspicious Orange,BS0001069M,100200,Suspicious Orange,M,BS0001069+_202500,sku
BS0001069OneSize_202500,Baroque Spoon Amplifier Suspicious Orange,Baroque Spoon Amplifier Suspicious Orange,BS0001069OneSize,100200,Suspicious Orange,OneSize,BS0001069+_202500,sku
BS0001069XL_202500,Baroque Spoon Amplifier Suspicious Orange,Baroque Spoon Amplifier Suspicious Orange,BS0001069XL,100200,Suspicious Orange,XL,BS0001069+_202500,sku
BS0001070+_202500,Baroque Spoon Amplifier Beige²,Baroque Spoon Amplifier Beige²,BS0001070+,100200,Beige²,,BS0009$_202500,article
BS0001070OneSize_202500,Baroque Spoon Amplifier Beige²,Baroque Spoon Amplifier Beige²,BS0001070OneSize,100200,Beige²,OneSize,BS0001070+_202500,sku
BS0001070M_202500,Baroque Spoon Amplifier Beige²,Baroque Spoon Amplifier Beige²,BS0001070M,100200,Beige²,M,BS0001070+_202500,sku
BS0001071+_202500,Baroque Spoon Amplifier Mild Mauve,Baroque Spoon Amplifier Mild Mauve,BS0001071+,100200,Mild Mauve,,BS0009$_202500,article
BS000107142_202500,Baroque Spoon Amplifier Mild Mauve,Baroque Spoon Amplifier Mild Mauve,BS000107142,100200,Mild Mauve,42,BS0001071+_202500,sku
BS0001072+_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001072+,100200,Radioactive Sage,,BS0009$_202500,article
BS000107244_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS000107244,100200,Radioactive Sage,44,BS0001072+_202500,sku
BS000107242_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS000107242,100200,Radioactive Sage,42,BS0001072+_202500,sku
BS0001072XL_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001072XL,100200,Radioactive Sage,XL,BS0001072+_202500,sku
BS0001072S_202500,Baroque Spoon Amplifier Radioactive Sage,Baroque Spoon Amplifier Radioactive Sage,BS0001072S,100200,Radioactive Sage,S,BS0001072+_202500,sku
FC0010$,Feral Calculator,,FC0010$,100200,,,,master_model
FC0010$_202500,Feral Calculator,,FC0010$,100200,,,FC0010$,season
FC0001073+_202500,Feral Calculator Suspicious Orange,Feral Calculator Suspicious Orange,FC0001073+,100200,Suspicious Orange,,FC0010$_202500,article
FC000107344_202500,Feral Calculator Suspicious Orange,Feral Calculator Suspicious Orange,FC000107344,100200,Suspicious Orange,44,FC0001073+_202500,sku
FC0001073L_202500,Feral Calculator Suspicious Orange,Feral Calculator Suspicious Orange,FC0001073L,100200,Suspicious Orange,L,FC0001073+_202500,sku
FC0001074+_202500,Feral Calculator Panic Pink,Feral Calculator Panic Pink,FC0001074+,100200,Panic Pink,,FC0010$_202500,article
FC000107444_202500,Feral Calculator Panic Pink,Feral Calculator Panic Pink,FC000107444,100200,Panic Pink,44,FC0001074+_202500,sku
FC0001075+_202500,Feral Calculator Radioactive Sage,Feral Calculator Radioactive Sage,FC0001075+,100200,Radioactive Sage,,FC0010$_202500,article
FC0001075OneSize_202500,Feral Calculator Radioactive Sage,Feral Calculator Radioactive Sage,FC0001075OneSize,100200,Radioactive Sage,OneSize,FC0001075+_202500,sku
FC0001075S_202500,Feral Calculator Radioactive Sage,Feral Calculator Radioactive Sage,FC0001075S,100200,Radioactive Sage,S,FC0001075+_202500,sku
FC0001075XS_202500,Feral Calculator Radioactive Sage,Feral Calculator Radioactive Sage,FC0001075XS,100200,Radioactive Sage,XS,FC0001075+_202500,sku
FC000107544_202500,Feral Calculator Radioactive Sage,Feral Calculator Radioactive Sage,FC000107544,100200,Radioactive Sage,44,FC0001075+_202500,sku
FC0001076+_202500,Feral Calculator Beige²,Feral Calculator Beige²,FC0001076+,100200,Beige²,,FC0010$_202500,article
FC0001076XS_202500,Feral Calculator Beige²,Feral Calculator Beige²,FC0001076XS,100200,Beige²,XS,FC0001076+_202500,sku
FC0001077+_202500,Feral Calculator Panic Pink,Feral Calculator Panic Pink,FC0001077+,100200,Panic Pink,,FC0010$_202500,article
FC0001077XS_202500,Feral Calculator Panic Pink,Feral Calculator Panic Pink,FC0001077XS,100200,Panic Pink,XS,FC0001077+_202500,sku
FC000107742_202500,Feral Calculator Panic Pink,Feral Calculator Panic Pink,FC000107742,100200,Panic Pink,42,FC0001077+_202500,sku
WU0011$,Wandering Umbrella Magnet,,WU0011$,100100,,,,master_model
WU0011$_202500,Wandering Umbrella Magnet,,WU0011$,100100,,,WU0011$,season
WU0001078+_202500,Wandering Umbrella Magnet Suspicious Orange,Wandering Umbrella Magnet Suspicious Orange,WU0001078+,100100,Suspicious Orange,,WU0011$_202500,article
WU000107844_202500,Wandering Umbrella Magnet Suspicious Orange,Wandering Umbrella Magnet Suspicious Orange,WU000107844,100100,Suspicious Orange,44,WU0001078+_202500,sku
WU0001078M_202500,Wandering Umbrella Magnet Suspicious Orange,Wandering Umbrella Magnet Suspicious Orange,WU0001078M,100100,Suspicious Orange,M,WU0001078+_202500,sku
WU0001079+_202500,Wandering Umbrella Magnet Mild Mauve,Wandering Umbrella Magnet Mild Mauve,WU0001079+,100100,Mild Mauve,,WU0011$_202500,article
WU0001079OneSize_202500,Wandering Umbrella Magnet Mild Mauve,Wandering Umbrella Magnet Mild Mauve,WU0001079OneSize,100100,Mild Mauve,OneSize,WU0001079+_202500,sku
WU0001079XL_202500,Wandering Umbrella Magnet Mild Mauve,Wandering Umbrella Magnet Mild Mauve,WU0001079XL,100100,Mild Mauve,XL,WU0001079+_202500,sku
WU0001080+_202500,Wandering Umbrella Magnet Blazing Beige,Wandering Umbrella Magnet Blazing Beige,WU0001080+,100100,Blazing Beige,,WU0011$_202500,article
WU0001080OneSize_202500,Wandering Umbrella Magnet Blazing Beige,Wandering Umbrella Magnet Blazing Beige,WU0001080OneSize,100100,Blazing Beige,OneSize,WU0001080+_202500,sku
WU000108042_202500,Wandering Umbrella Magnet Blazing Beige,Wandering Umbrella Magnet Blazing Beige,WU000108042,100100,Blazing Beige,42,WU0001080+_202500,sku
WU0001081+_202500,Wandering Umbrella Magnet Beige²,Wandering Umbrella Magnet Beige²,WU0001081+,100100,Beige²,,WU0011$_202500,article
WU000108142_202500,Wandering Umbrella Magnet Beige²,Wandering Umbrella Magnet Beige²,WU000108142,100100,Beige²,42,WU0001081+_202500,sku
WU0001082+_202500,Wandering Umbrella Magnet Ümlaut Grün,Wandering Umbrella Magnet Ümlaut Grün,WU0001082+,100100,Ümlaut Grün,,WU0011$_202500,article
WU0001082L_202500,Wandering Umbrella Magnet Ümlaut Grün,Wandering Umbrella Magnet Ümlaut Grün,WU0001082L,100100,Ümlaut Grün,L,WU0001082+_202500,sku
SD0012$,Sentient Doormat,,SD0012$,200100,,,,master_model
SD0012$_202600,Sentient Doormat,,SD0012$,200100,,,SD0012$,season
SD0001083+_202600,Sentient Doormat Beige²,Sentient Doormat Beige²,SD0001083+,200100,Beige²,,SD0012$_202600,article
SD0001083L_202600,Sentient Doormat Beige²,Sentient Doormat Beige²,SD0001083L,200100,Beige²,L,SD0001083+_202600,sku
SD0001083OneSize_202600,Sentient Doormat Beige²,Sentient Doormat Beige²,SD0001083OneSize,200100,Beige²,OneSize,SD0001083+_202600,sku
SD0001084+_202600,Sentient Doormat Voidwash Black,Sentient Doormat Voidwash Black,SD0001084+,200100,Voidwash Black,,SD0012$_202600,article
SD0001084M_202600,Sentient Doormat Voidwash Black,Sentient Doormat Voidwash Black,SD0001084M,200100,Voidwash Black,M,SD0001084+_202600,sku
SD0001085+_202600,Sentient Doormat Mild Mauve,Sentient Doormat Mild Mauve,SD0001085+,200100,Mild Mauve,,SD0012$_202600,article
SD0001085S_202600,Sentient Doormat Mild Mauve,Sentient Doormat Mild Mauve,SD0001085S,200100,Mild Mauve,S,SD0001085+_202600,sku
SD0001086+_202600,Sentient Doormat Blazing Beige,Sentient Doormat Blazing Beige,SD0001086+,200100,Blazing Beige,,SD0012$_202600,article
SD000108644_202600,Sentient Doormat Blazing Beige,Sentient Doormat Blazing Beige,SD000108644,200100,Blazing Beige,44,SD0001086+_202600,sku
SD0001086OneSize_202600,Sentient Doormat Blazing Beige,Sentient Doormat Blazing Beige,SD0001086OneSize,200100,Blazing Beige,OneSize,SD0001086+_202600,sku
SD0001086M_202600,Sentient Doormat Blazing Beige,Sentient Doormat Blazing Beige,SD0001086M,200100,Blazing Beige,M,SD0001086+_202600,sku
SD0001087+_202600,Sentient Doormat Radioactive Sage,Sentient Doormat Radioactive Sage,SD0001087+,200100,Radioactive Sage,,SD0012$_202600,article
SD0001087L_202600,Sentient Doormat Radioactive Sage,Sentient Doormat Radioactive Sage,SD0001087L,200100,Radioactive Sage,L,SD0001087+_202600,sku
OP0013$,Overqualified Paperweight,,OP0013$,300100,,,,master_model
OP0013$_202500,Overqualified Paperweight,,OP0013$,300100,,,OP0013$,season
OP0001088+_202500,Overqualified Paperweight Ümlaut Grün,Overqualified Paperweight Ümlaut Grün,OP0001088+,300100,Ümlaut Grün,,OP0013$_202500,article
OP0001088L_202500,Overqualified Paperweight Ümlaut Grün,Overqualified Paperweight Ümlaut Grün,OP0001088L,300100,Ümlaut Grün,L,OP0001088+_202500,sku
OP0001088M_202500,Overqualified Paperweight Ümlaut Grün,Overqualified Paperweight Ümlaut Grün,OP0001088M,300100,Ümlaut Grün,M,OP0001088+_202500,sku
OP000108844_202500,Overqualified Paperweight Ümlaut Grün,Overqualified Paperweight Ümlaut Grün,OP000108844,300100,Ümlaut Grün,44,OP0001088+_202500,sku
OP0001088OneSize_202500,Overqualified Paperweight Ümlaut Grün,Overqualified Paperweight Ümlaut Grün,OP0001088OneSize,300100,Ümlaut Grün,OneSize,OP0001088+_202500,sku
OP0001089+_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP0001089+,300100,Radioactive Sage,,OP0013$_202500,article
OP000108944_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP000108944,300100,Radioactive Sage,44,OP0001089+_202500,sku
OP0001089XS_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP0001089XS,300100,Radioactive Sage,XS,OP0001089+_202500,sku
OP0001090+_202500,Overqualified Paperweight Existential Teal,Overqualified Paperweight Existential Teal,OP0001090+,300100,Existential Teal,,OP0013$_202500,article
OP000109042_202500,Overqualified Paperweight Existential Teal,Overqualified Paperweight Existential Teal,OP000109042,300100,Existential Teal,42,OP0001090+_202500,sku
OP0001090M_202500,Overqualified Paperweight Existential Teal,Overqualified Paperweight Existential Teal,OP0001090M,300100,Existential Teal,M,OP0001090+_202500,sku
OP000109044_202500,Overqualified Paperweight Existential Teal,Overqualified Paperweight Existential Teal,OP000109044,300100,Existential Teal,44,OP0001090+_202500,sku
OP0001091+_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001091+,300100,Suspicious Orange,,OP0013$_202500,article
OP0001091XS_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001091XS,300100,Suspicious Orange,XS,OP0001091+_202500,sku
OP000109142_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP000109142,300100,Suspicious Orange,42,OP0001091+_202500,sku
OP0001091XL_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001091XL,300100,Suspicious Orange,XL,OP0001091+_202500,sku
OP0001092+_202500,Overqualified Paperweight Beige²,Overqualified Paperweight Beige²,OP0001092+,300100,Beige²,,OP0013$_202500,article
OP000109244_202500,Overqualified Paperweight Beige²,Overqualified Paperweight Beige²,OP000109244,300100,Beige²,44,OP0001092+_202500,sku
OP0001092OneSize_202500,Overqualified Paperweight Beige²,Overqualified Paperweight Beige²,OP0001092OneSize,300100,Beige²,OneSize,OP0001092+_202500,sku
OP0001092M_202500,Overqualified Paperweight Beige²,Overqualified Paperweight Beige²,OP0001092M,300100,Beige²,M,OP0001092+_202500,sku
OP0001092L_202500,Overqualified Paperweight Beige²,Overqualified Paperweight Beige²,OP0001092L,300100,Beige²,L,OP0001092+_202500,sku
OP0001093+_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001093+,300100,Suspicious Orange,,OP0013$_202500,article
OP0001093L_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001093L,300100,Suspicious Orange,L,OP0001093+_202500,sku
OP0001093M_202500,Overqualified Paperweight Suspicious Orange,Overqualified Paperweight Suspicious Orange,OP0001093M,300100,Suspicious Orange,M,OP0001093+_202500,sku
OP0001094+_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP0001094+,300100,Radioactive Sage,,OP0013$_202500,article
OP0001094L_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP0001094L,300100,Radioactive Sage,L,OP0001094+_202500,sku
OP0001094OneSize_202500,Overqualified Paperweight Radioactive Sage,Overqualified Paperweight Radioactive Sage,OP0001094OneSize,300100,Radioactive Sage,OneSize,OP0001094+_202500,sku
MD0014$,Melancholy Disco Ball,,MD0014$,100100,,,,master_model
MD0014$_202600,Melancholy Disco Ball,,MD0014$,100100,,,MD0014$,season
MD0001095+_202600,Melancholy Disco Ball Ümlaut Grün,Melancholy Disco Ball Ümlaut Grün,MD0001095+,100100,Ümlaut Grün,,MD0014$_202600,article
MD0001095M_202600,Melancholy Disco Ball Ümlaut Grün,Melancholy Disco Ball Ümlaut Grün,MD0001095M,100100,Ümlaut Grün,M,MD0001095+_202600,sku
MD0001095L_202600,Melancholy Disco Ball Ümlaut Grün,Melancholy Disco Ball Ümlaut Grün,MD0001095L,100100,Ümlaut Grün,L,MD0001095+_202600,sku
MD0001095XS_202600,Melancholy Disco Ball Ümlaut Grün,Melancholy Disco Ball Ümlaut Grün,MD0001095XS,100100,Ümlaut Grün,XS,MD0001095+_202600,sku
MD0001096+_202600,Melancholy Disco Ball Beige²,Melancholy Disco Ball Beige²,MD0001096+,100100,Beige²,,MD0014$_202600,article
MD0001096L_202600,Melancholy Disco Ball Beige²,Melancholy Disco Ball Beige²,MD0001096L,100100,Beige²,L,MD0001096+_202600,sku
MD0001096S_202600,Melancholy Disco Ball Beige²,Melancholy Disco Ball Beige²,MD0001096S,100100,Beige²,S,MD0001096+_202600,sku
MD0001097+_202600,Melancholy Disco Ball Existential Teal,Melancholy Disco Ball Existential Teal,MD0001097+,100100,Existential Teal,,MD0014$_202600,article
